?id,opportunity_name,type,active,probability,expected_revenue,recurring_revenue,priority,date_deadline,date_open,date_closed,date_conversion,create_date,write_date,stage_name,stage_sequence,partner_name,partner_email,partner_phone,partner_mobile,partner_street,partner_city,partner_zip,partner_country,lead_contact_name,email_from,phone,mobile,street,city,zip,lead_country,assigned_user_login,assigned_user_name,sales_team,tags,lost_reason,campaign,medium,source
1147,"Oportunidad - Textiles Modernos / Campos, Juan",opportunity,t,30.00,184853.41,0.0,2,2026-06-10,2026-03-01 16:59:16.875981,,,2026-03-01 16:59:16.875981,2026-03-01 16:59:16.875981,"{""en_US"": ""Won""}",70,,,,,,,,,Textiles Modernos,juan.campos@textilesmode.com,+57 1 3079-1918,+34 91 6388-0039,"Calzada Independencia #947, Int. 43",Miami,40108,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1148,"Oportunidad - Inmobiliaria Horizonte / Martínez, Arturo",opportunity,t,28.00,323323.78,0.0,3,2026-04-18,2026-03-01 16:59:16.875981,,,2026-03-01 16:59:16.875981,2026-03-01 16:59:16.875981,"{""en_US"": ""Won""}",70,,,,,,,,,Inmobiliaria Horizonte,arturo.martin@inmobiliaria.com,+52 81 4785-0466,+57 1 8949-9971,"Calle Principal #928, Int. 12",Saltillo,78264,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1149,"Oportunidad - Química Industrial / Ríos, Camila",opportunity,t,25.00,453272.9,0.0,2,2026-04-20,2026-03-01 16:59:16.875981,,,2026-03-01 16:59:16.875981,2026-03-01 16:59:16.875981,"{""en_US"": ""New""}",1,,,,,,,,,Química Industrial,camila.rios@quimicaindus.com.mx,+52 81 9779-8376,+57 1 2538-8379,"Calzada Independencia #851, Int. 24",Los Ángeles,81989,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1150,"Oportunidad - Química Industrial / Rodríguez, Fernando",opportunity,t,10.00,307333.95,0.0,0,2026-03-27,2026-03-01 16:59:16.875981,,,2026-03-01 16:59:16.875981,2026-03-01 16:59:16.875981,"{""en_US"": ""Won""}",70,,,,,,,,,Química Industrial,fernando.rodrig@quimicaindus.mx,+52 81 9053-3082,+52 33 0835-3204,"Paseo de la Constitución #588, Int. 21",Chihuahua,84160,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1151,"Oportunidad - MedTech Soluciones / Suárez, Pablo",opportunity,f,0.00,457614.68,0.0,0,2026-08-24,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Won""}",70,,,,,,,,,MedTech Soluciones,pablo.suarez@medtechsoluc.com,+52 33 0272-7738,+52 55 0691-3217,"Calle Héroe de Nacozari #186, Int. 20",Lima,86806,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1152,"Oportunidad - RetailMáx / Ríos, Natalia",opportunity,f,0.00,330755.52,0.0,0,2026-03-14,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Qualified""}",2,,,,,,,,,RetailMáx,natalia.rios@retailmax.org,+34 91 8238-8045,+52 81 0408-7810,"Callejón Ángel García #100, Int. 39",Miami,37250,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1153,"Oportunidad - TechSolutions Inc / Pérez, Roberto",opportunity,t,38.00,210447.16,0.0,0,2026-07-29,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Qualified""}",2,,,,,,,,,TechSolutions Inc,roberto.perez@techsolution.net,+52 81 0054-0006,+34 91 0085-1312,"Paseo de la Constitución #242, Int. 8",Santiago,27598,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1154,"Oportunidad - Eventos Corporativos SA / Ortiz, Carmen",opportunity,t,62.00,176194.95,0.0,0,2026-06-08,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Won""}",70,,,,,,,,,Eventos Corporativos SA,carmen.ortiz@eventoscorpo.com,+52 81 6995-5951,+52 33 7460-7608,"Calle Álvaro Obregón #104, Int. 3",León,84740,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1155,"Oportunidad - Global Ventures / Vargas, Emmanuel",opportunity,f,0.00,444008.85,0.0,2,2026-04-17,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Won""}",70,,,,,,,,,Global Ventures,emmanuel.vargas@globalventur.org,+52 33 4127-6163,+1 305 6136-1562,"Calle Héroe de Nacozari #831, Int. 5",Ciudad de México,80903,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1156,"Oportunidad - Telecomunicaciones Unidas / Ramos, Laura",opportunity,t,42.00,176945.41,0.0,1,2026-04-23,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Proposition""}",3,,,,,,,,,Telecomunicaciones Unidas,laura.ramos@telecomunica.org,+52 81 5848-8668,+1 305 8058-0809,"Paseo de la Constitución #91, Int. 37",Caracas,83709,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1157,"Oportunidad - Marketing Digital Pro / Ríos, Víctor",opportunity,f,0.00,469949.87,0.0,2,2026-04-02,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""New""}",1,,,,,,,,,Marketing Digital Pro,victor.rios@marketingdig.com.mx,+34 91 1619-9665,+1 305 4146-9378,"Calle Álvaro Obregón #455, Int. 19",Tampico,38098,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1158,"Oportunidad - Inversiones del Golfo / Lara, Pablo",opportunity,t,14.00,471165.82,0.0,3,2026-03-28,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""New""}",1,,,,,,,,,Inversiones del Golfo,pablo.lara@inversionesd.org,+1 305 1394-0508,+52 81 8587-3974,"Av. Lázaro Cárdenas #151, Int. 43",León,44493,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1159,"Oportunidad - Manufactura Avanzada / Rodríguez, Diego",opportunity,t,80.00,323481.03,0.0,0,2026-08-22,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Won""}",70,,,,,,,,,Manufactura Avanzada,diego.rodrig@manufacturaa.net,+57 1 4264-2476,+34 91 4592-4774,"Calle Álvaro Obregón #327, Int. 28",Caracas,11781,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1160,"Oportunidad - Seguros Confianza / Soto, Roberto",opportunity,t,91.00,321169.16,0.0,0,2026-08-21,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Proposition""}",3,,,,,,,,,Seguros Confianza,roberto.soto@segurosconfi.org,+57 1 4974-0050,+1 305 4770-4464,"Callejón Ángel García #889, Int. 26",San Luis Potosí,76559,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1161,"Oportunidad - RetailMáx / Molina, Emmanuel",opportunity,t,93.00,22466.71,0.0,2,2026-08-21,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""New""}",1,,,,,,,,,RetailMáx,emmanuel.molina@retailmax.com.mx,+1 305 9109-7149,+52 55 7466-5972,"Calzada Independencia #833, Int. 26",Miami,62199,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1162,"Oportunidad - Alimentos del Valle / Fuentes, Javier",opportunity,f,0.00,153980.0,0.0,3,2026-05-03,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""New""}",1,,,,,,,,,Alimentos del Valle,javier.fuente@alimentosdel.net,+57 1 6634-7329,+52 55 1750-2616,"Calle Principal #692, Int. 18",Lima,15423,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1163,"Oportunidad - Seguros Confianza / Herrera, Claudia",opportunity,f,0.00,434100.17,0.0,1,2026-06-07,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""New""}",1,,,,,,,,,Seguros Confianza,claudia.herrer@segurosconfi.net,+52 55 9364-6143,+57 1 3972-8920,"Calle Álvaro Obregón #500, Int. 27",Saltillo,65892,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1164,"Oportunidad - Textiles Modernos / Vega, Sergio",opportunity,f,0.00,141764.76,0.0,1,2026-08-26,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Qualified""}",2,,,,,,,,,Textiles Modernos,sergio.vega@textilesmode.com,+52 55 8774-1472,+52 33 8909-6925,"Callejón Ángel García #977, Int. 38",Barcelona,19808,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1165,"Oportunidad - Publicidad Creativa / Torres, Laura",opportunity,t,40.00,436769.56,0.0,3,2026-05-09,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Qualified""}",2,,,,,,,,,Publicidad Creativa,laura.torres@publicidadcr.mx,+57 1 9440-7546,+1 305 6944-7443,"Av. Lázaro Cárdenas #118, Int. 9",Lima,65218,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1166,"Oportunidad - Distribuidora Central / Molina, Mariana",opportunity,t,34.00,185907.29,0.0,0,2026-03-05,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Qualified""}",2,,,,,,,,,Distribuidora Central,mariana.molina@distribuidor.org,+1 305 2981-9483,+52 55 7258-3635,"Calle Héroe de Nacozari #330, Int. 39",León,73680,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1167,"Oportunidad - Bienes Raíces Élite / Núñez, Juan",opportunity,t,68.00,217240.31,0.0,1,2026-04-16,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Won""}",70,,,,,,,,,Bienes Raíces Élite,juan.nunez@bienesraices.mx,+1 305 2874-7035,+57 1 4150-4213,"Av. Revolución #242, Int. 27",Ciudad de México,39362,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1168,"Oportunidad - Recursos Humanos Plus / Reyes, Emmanuel",opportunity,t,73.00,371431.5,0.0,1,2026-08-09,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Qualified""}",2,,,,,,,,,Recursos Humanos Plus,emmanuel.reyes@recursoshuma.net,+34 91 2095-7424,+52 33 3841-4008,"Callejón Ángel García #244, Int. 14",Tampico,28047,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1169,"Oportunidad - Química Industrial / Romero, Natalia",opportunity,t,44.00,172653.25,0.0,2,2026-06-29,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Qualified""}",2,,,,,,,,,Química Industrial,natalia.romero@quimicaindus.org,+34 91 0653-8106,+52 33 3863-7889,"Callejón Ángel García #654, Int. 21",Ciudad de México,39145,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1170,"Oportunidad - Catering Ejecutivo / Mendoza, Lorena",opportunity,t,40.00,426905.19,0.0,1,2026-08-16,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Proposition""}",3,,,,,,,,,Catering Ejecutivo,lorena.mendoz@cateringejec.com.mx,+52 33 6021-3237,+34 91 8116-9898,"Calle Principal #987, Int. 44",Culiacán,47724,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1171,"Oportunidad - Inversiones del Golfo / Espinoza, Lorena",opportunity,t,78.00,210500.88,0.0,0,2026-05-12,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Qualified""}",2,,,,,,,,,Inversiones del Golfo,lorena.espino@inversionesd.org,+52 55 9780-0258,+34 91 9525-8919,"Av. Reforma #552, Int. 8",Tijuana,73809,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1172,"Oportunidad - CloudBase Inc / Moreno, Jorge",opportunity,t,83.00,186114.11,0.0,2,2026-03-24,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Qualified""}",2,,,,,,,,,CloudBase Inc,jorge.moreno@cloudbaseinc.com,+52 81 9104-9241,+52 55 5822-9346,"Av. Lázaro Cárdenas #75, Int. 39",Tampico,14929,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1173,"Oportunidad - Software Factory / Jiménez, Lucía",opportunity,t,85.00,422909.53,0.0,3,2026-08-09,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Proposition""}",3,,,,,,,,,Software Factory,lucia.jimene@softwarefact.org,+1 305 9905-4247,+1 305 9374-2942,"Calzada Independencia #156, Int. 17",Saltillo,83162,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1174,"Oportunidad - Energía Renovable SA / Martínez, Juan",opportunity,t,95.00,63626.42,0.0,2,2026-04-29,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Qualified""}",2,,,,,,,,,Energía Renovable SA,juan.martin@energiarenov.com,+52 81 1335-1250,+1 305 1737-8042,"Calzada Independencia #581, Int. 5",Culiacán,27311,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1175,"Oportunidad - Seguros Confianza / Ibarra, Emmanuel",opportunity,t,65.00,417864.18,0.0,3,2026-07-31,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Won""}",70,,,,,,,,,Seguros Confianza,emmanuel.ibarra@segurosconfi.org,+52 81 9078-7133,+1 305 3535-2505,"Av. Lázaro Cárdenas #233, Int. 31",Cancún,16587,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1176,"Oportunidad - Química Industrial / Ruiz, Patricia",opportunity,f,0.00,364856.93,0.0,2,2026-04-27,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""New""}",1,,,,,,,,,Química Industrial,patricia.ruiz@quimicaindus.com,+34 91 7598-7954,+57 1 3934-9929,"Av. Lázaro Cárdenas #314, Int. 46",Morelia,29063,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1177,"Oportunidad - DataSync Corp / Ramos, Verónica",opportunity,t,41.00,383740.2,0.0,0,2026-07-04,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""New""}",1,,,,,,,,,DataSync Corp,veronica.ramos@datasynccorp.org,+52 33 4727-2240,+52 81 7663-2323,"Callejón Ángel García #578, Int. 30",Tampico,99878,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1178,"Oportunidad - Plásticos Industriales / Pérez, María",opportunity,t,100.00,437188.11,0.0,2,2026-04-22,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Won""}",70,,,,,,,,,Plásticos Industriales,maria.perez@plasticosind.com.mx,+52 55 6219-9099,+52 81 5426-2004,"Av. Revolución #343, Int. 49",Veracruz,17166,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1179,"Oportunidad - BetaWorks / Ríos, Susana",opportunity,t,24.00,116177.04,0.0,3,2026-06-09,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""New""}",1,,,,,,,,,BetaWorks,susana.rios@betaworks.org,+52 33 0599-8902,+52 55 0971-4899,"Callejón Ángel García #477, Int. 45",Santiago,34893,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1180,"Oportunidad - Constructora del Pacífico / Vega, Valentina",opportunity,t,71.00,175173.43,0.0,2,2026-07-19,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Qualified""}",2,,,,,,,,,Constructora del Pacífico,valentina.vega@constructora.mx,+34 91 8276-5602,+57 1 8828-1878,"Calle Héroe de Nacozari #158, Int. 7",San Luis Potosí,78163,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1181,"Oportunidad - Manufactura Avanzada / Campos, Patricia",opportunity,t,83.00,179253.1,0.0,3,2026-07-05,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""New""}",1,,,,,,,,,Manufactura Avanzada,patricia.campos@manufacturaa.com.mx,+52 55 5644-9140,+52 55 1228-8069,"Paseo de la Constitución #746, Int. 13",Saltillo,28498,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1182,"Oportunidad - Eventos Corporativos SA / Mendoza, Roberto",opportunity,t,60.00,384087.16,0.0,0,2026-08-18,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Proposition""}",3,,,,,,,,,Eventos Corporativos SA,roberto.mendoz@eventoscorpo.com.mx,+52 33 5443-9070,+52 33 5499-8292,"Av. Revolución #870, Int. 30",Chihuahua,40274,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1183,"Oportunidad - Turismo y Hospitalidad / Cabrera, Ricardo",opportunity,t,46.00,261853.58,0.0,2,2026-08-09,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Proposition""}",3,,,,,,,,,Turismo y Hospitalidad,ricardo.cabrer@turismoyhosp.org,+57 1 0692-0196,+57 1 8162-9161,"Calle Álvaro Obregón #480, Int. 24",Ciudad de México,63081,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1184,"Oportunidad - Inmobiliaria Horizonte / Lara, Guillermo",opportunity,t,91.00,125558.5,0.0,1,2026-03-05,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""New""}",1,,,,,,,,,Inmobiliaria Horizonte,guillermo.lara@inmobiliaria.com,+34 91 9673-0456,+52 33 7993-9153,"Calle Héroe de Nacozari #384, Int. 43",Tampico,54734,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1185,"Oportunidad - Servicios Integrales SA / Martínez, Patricia",opportunity,t,75.00,111450.89,0.0,1,2026-03-04,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Proposition""}",3,,,,,,,,,Servicios Integrales SA,patricia.martin@serviciosint.com,+57 1 2839-4402,+52 55 9913-8571,"Av. Lázaro Cárdenas #97, Int. 12",Tampico,67943,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1186,"Oportunidad - Outsourcing Total / Suárez, Diego",opportunity,t,92.00,14497.26,0.0,3,2026-08-14,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Proposition""}",3,,,,,,,,,Outsourcing Total,diego.suarez@outsourcingt.net,+57 1 0976-3816,+52 81 1693-9472,"Av. Lázaro Cárdenas #675, Int. 33",Tampico,70569,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1187,"Oportunidad - Servicios Integrales SA / Reyes, Pedro",opportunity,t,54.00,87160.74,0.0,1,2026-07-02,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""New""}",1,,,,,,,,,Servicios Integrales SA,pedro.reyes@serviciosint.com,+1 305 0798-6774,+57 1 6801-9623,"Calle Álvaro Obregón #511, Int. 37",Madrid,84165,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1188,"Oportunidad - Electrónica Avanzada / Herrera, Claudia",opportunity,t,53.00,434275.2,0.0,2,2026-04-12,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""New""}",1,,,,,,,,,Electrónica Avanzada,claudia.herrer@electronicaa.net,+57 1 5499-3584,+57 1 9909-5710,"Calle Principal #660, Int. 25",Hermosillo,34238,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1189,"Oportunidad - AlphaDigital / Navarro, Patricia",opportunity,f,0.00,329182.05,0.0,3,2026-08-09,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Won""}",70,,,,,,,,,AlphaDigital,patricia.navarr@alphadigital.net,+57 1 1484-2822,+34 91 7994-6513,"Calle Álvaro Obregón #77, Int. 29",Nueva York,76950,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1190,"Oportunidad - Electrónica Avanzada / Martínez, Jorge",opportunity,t,78.00,176288.15,0.0,3,2026-04-28,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""New""}",1,,,,,,,,,Electrónica Avanzada,jorge.martin@electronicaa.org,+52 81 4556-0440,+1 305 1674-5086,"Av. Revolución #38, Int. 14",Toluca,47152,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1191,"Oportunidad - Constructora del Pacífico / Núñez, Elena",opportunity,t,90.00,390926.03,0.0,2,2026-03-17,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""New""}",1,,,,,,,,,Constructora del Pacífico,elena.nunez@constructora.com,+1 305 8566-7359,+52 33 7381-7507,"Calle Álvaro Obregón #37, Int. 15",Buenos Aires,20326,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1192,"Oportunidad - Plásticos Industriales / Vega, Gabriela",opportunity,t,55.00,469171.78,0.0,3,2026-05-01,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""New""}",1,,,,,,,,,Plásticos Industriales,gabriela.vega@plasticosind.net,+57 1 3770-4309,+52 55 5731-1331,"Calle Héroe de Nacozari #899, Int. 42",León,14677,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1193,"Oportunidad - Farmacéutica Nacional / Romero, Marco",opportunity,t,83.00,171344.49,0.0,3,2026-05-03,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Proposition""}",3,,,,,,,,,Farmacéutica Nacional,marco.romero@farmaceutica.com.mx,+57 1 6313-6625,+1 305 6288-2474,"Calle Álvaro Obregón #53, Int. 34",Tijuana,95901,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1194,"Oportunidad - Textiles Modernos / Molina, Guillermo",opportunity,t,68.00,117738.1,0.0,2,2026-06-28,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""New""}",1,,,,,,,,,Textiles Modernos,guillermo.molina@textilesmode.com.mx,+52 55 1121-5562,+34 91 3447-9569,"Av. Reforma #330, Int. 19",Tampico,54876,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1195,"Oportunidad - Importadora del Sur / Mendoza, Ana",opportunity,t,16.00,263720.93,0.0,3,2026-07-12,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""New""}",1,,,,,,,,,Importadora del Sur,ana.mendoz@importadorad.org,+52 33 6466-3797,+34 91 3237-1032,"Av. Revolución #923, Int. 27",Juárez,15511,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1196,"Oportunidad - Innovatech Ltda. / Ortiz, Mariana",opportunity,t,59.00,151709.02,0.0,3,2026-05-25,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Proposition""}",3,,,,,,,,,Innovatech Ltda.,mariana.ortiz@innovatechlt.net,+52 55 3261-8738,+52 55 1654-8749,"Calzada Independencia #643, Int. 45",Querétaro,43246,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1197,"Oportunidad - Catering Ejecutivo / Cabrera, Lorena",opportunity,t,100.00,396087.29,0.0,2,2026-07-13,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Won""}",70,,,,,,,,,Catering Ejecutivo,lorena.cabrer@cateringejec.org,+52 33 6819-4197,+52 81 3878-9340,"Av. Lázaro Cárdenas #897, Int. 3",Tampico,58069,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1198,"Oportunidad - BetaWorks / Vega, Guillermo",opportunity,t,20.00,439725.79,0.0,3,2026-06-12,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""New""}",1,,,,,,,,,BetaWorks,guillermo.vega@betaworks.com,+57 1 6432-2909,+52 81 4267-0727,"Paseo de la Constitución #128, Int. 40",Madrid,96893,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1199,"Oportunidad - Seguros Confianza / Sánchez, Natalia",opportunity,t,29.00,226950.54,0.0,1,2026-08-21,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""New""}",1,,,,,,,,,Seguros Confianza,natalia.sanche@segurosconfi.com,+52 33 2620-5169,+57 1 9135-2884,"Calzada Independencia #20, Int. 18",Tampico,39043,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1200,"Oportunidad - Capital Partners MX / Lara, Sofía",opportunity,t,23.00,247490.34,0.0,3,2026-08-10,2026-03-01 16:59:17.686252,,,2026-03-01 16:59:17.686252,2026-03-01 16:59:17.686252,"{""en_US"": ""Won""}",70,,,,,,,,,Capital Partners MX,sofia.lara@capitalpartn.com,+52 81 2780-6304,+1 305 7142-4627,"Blvd. del Valle #275, Int. 29",Morelia,59496,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1201,"Oportunidad - AutoPartes Premium / Lara, Verónica",opportunity,t,71.00,10723.13,0.0,0,2026-04-18,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""New""}",1,,,,,,,,,AutoPartes Premium,veronica.lara@autopartespr.org,+34 91 8976-2351,+1 305 4688-8447,"Calzada Independencia #134, Int. 19",Cancún,40904,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
1202,"Oportunidad - Farmacéutica Nacional / Núñez, Sofía",opportunity,t,35.00,171616.08,0.0,0,2026-05-13,2026-03-01 16:59:18.606169,,,2026-03-01 16:59:18.606169,2026-03-01 16:59:18.606169,"{""en_US"": ""Qualified""}",2,,,,,,,,,Farmacéutica Nacional,sofia.nunez@farmaceutica.com,+57 1 6056-2270,+52 81 5420-2105,"Callejón Ángel García #395, Int. 29",San Luis Potosí,51077,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
